product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
6Kkj5iskypln,toys,700,20,15,20
W2ey9wV2PfzU,toys,100,20,18,18
W4bFdCLBoAfx,toys,3100,20,20,20
hsgtUm0amX7D,toys,400,20,20,30
SQigualWGSwY,toys,1200,20,8,20
r1j4s9dAferE,perfumery,450,20,14,13
HzfRfAlSL8Lo,toys,500,20,15,15
ColOdXCkVczU,consoles_games,200,20,3,18
OzNm9rdfeI70,baby,8300,20,30,82
944UZ8Uc04DS,toys,200,20,2,14
Srz72tltVHN2,toys,150,20,9,14
D8PkTUKh8xKW,sports_leisure,200,20,18,18
qlxFOdCvRAnZ,toys,100,20,5,12
uCR6pap50Hmx,watches_gifts,250,20,12,20
0iHUYECNOThD,agro_industry_and_commerce,300,20,20,20
8LSjPRcU4ZuM,toys,300,20,20,20
FVcUvpU4Fmrd,health_beauty,350,20,15,15
fnBcSCsyhRKZ,toys,300,20,12,16
B8iWSRXDu1Tp,toys,150,20,3,20
JEsusMLO6bxC,toys,300,20,6,13
mcIQAlg3ptsB,toys,100,20,10,20
1pIBvTs0mBTK,toys,1200,20,8,20
zDWjN8RJdJrh,toys,100,20,7,15
7xhVvUksUiHI,toys,450,20,35,20
6HojXlPlHyIz,fashion_bags_accessories,400,20,20,20
8RhAqRz3T1ah,toys,150,20,10,20
hpBMfFS8mq6X,sports_leisure,300,20,20,11
rxZ9NZpFvBVI,toys,200,20,11,11
SqC2AqEPH9YK,toys,150,20,6,11
tuYTyfvaNIst,toys,1525,20,16,21
Oz6odJeci1Dj,toys,100,20,7,20
fuqboVNCvrPs,toys,350,20,15,20
pwJ0YTIoHFM3,toys,150,20,20,20
DMJfpPNPn9c5,toys,400,20,6,15
VaFueqqzgfmG,toys,1200,20,20,20
9gv2qhWnDDQk,toys,550,20,20,30
NUhgfW6HLmQw,sports_leisure,700,20,15,15
2Fuk5V4g2lEV,toys,900,20,10,17
KazvFV7HpIKW,toys,550,20,18,20
GFZcNbcL0ekw,toys,550,20,18,18
uCo2DoEGmkTa,toys,600,20,10,15
CNGz5TL8Ebmx,toys,200,20,20,20
wN2soxw2XX76,toys,2050,20,20,20
gCXInIVZeRs2,perfumery,500,20,12,15
NJDxXGOj5xWl,toys,800,20,16,16
EN2XVzPUXqFc,toys,1150,20,20,13
qarWb4qdCbSu,toys,200,20,20,20
pG1hEGskcToo,toys,350,20,15,15
rcsvMfr0SDtv,construction_tools_lights,950,20,16,37
F4DHooFy5pxx,toys,550,20,20,30
HZhbX4sQux06,toys,644,20,15,19
g9MJAWbmTFqt,housewares,750,20,20,20
LOPHUIclXtnb,toys,350,20,16,21
oVspfhT56QuH,furniture_decor,250,20,6,11
3tUpgaxpQgQq,toys,400,20,5,12
fzeOvpx59aHN,toys,450,20,5,20
Q0g7dRz8UuE0,toys,325,20,23,20
UwwBepFfN9lD,sports_leisure,300,20,10,15
yRCbXCMFvv7Q,toys,150,20,10,20
MMEAMxJpFaS6,toys,200,20,10,20
dPTK0dcxRDHs,toys,400,20,2,15
gpVY0pjxGRDI,toys,10575,20,18,16
06goN6bHnZQS,auto,1300,20,20,20
stWfS1HvyOdG,computers_accessories,350,20,15,18
TxibC2sq5b3k,toys,288,20,19,17
NFPJk7oGOtUg,housewares,800,20,8,20
f3CiWbhQ3stl,toys,100,20,15,15
LczWgLAMlwaQ,toys,522,20,13,16
7qsTyxg2oDuM,toys,200,20,10,15
ZTFApiRYa2Y8,toys,14550,20,25,13
UjFKD5k9blUo,toys,150,20,4,25
0rtwMJbo1rgB,toys,500,20,20,20
KtZvu4Y32L6G,toys,550,20,9,16
1p8TaxLQoyRW,toys,300,20,20,20
CZZZBGeYHkgT,toys,400,20,20,20
ToiT70CTszi2,sports_leisure,2650,20,20,20
Xc8QNjrN2sgm,toys,532,20,15,16
p5c9HnYkj2pt,construction_tools_construction,400,20,5,20
GaB11lJe7nCj,toys,1050,20,60,20
2arSMIvzvNZV,toys,500,20,20,20
MLsSaEpbvUS3,toys,700,20,10,15
tWPOKAYjcq8y,sports_leisure,250,20,12,16
dNUUgEkQX0QH,toys,700,20,12,20
nCRTbtwNL2Qz,toys,1950,20,40,30
GvTK0KGhsAyG,toys,1100,20,20,20
63ezSx5CbiAG,toys,1600,20,20,20
5YXjuihhENsY,toys,600,20,23,18
igRggjaP0gvF,toys,1950,20,35,15
4fCHM4W9nFyb,toys,150,20,2,14
FNwIRjelcKUA,toys,300,20,6,13
vpXarQSrIlVo,bed_bath_table,2350,20,30,30
W5JRKV3Hpwuv,toys,500,20,20,20
VtMRh4g57tX2,toys,1550,20,20,20
Og97BBpf9uSq,toys,500,20,20,20
iwTJvT1MZ8r1,toys,300,20,20,20
RimYkOyH0eLG,toys,1000,20,35,20
vmz4nBRKALdY,toys,400,20,10,20
GBm9mmUYNV0H,toys,150,20,5,15
cpfbSthMmPmU,toys,350,20,9,17
mxHFPS0aV8JT,toys,150,20,15,20
SLXt9UA7aD5k,toys,800,20,20,20
VJb2HhFYGDTx,health_beauty,350,20,20,20
a2xSQmXqWcgc,toys,400,20,20,20
N8OcEpDjTtJo,fashion_bags_accessories,200,20,20,12
384Ujbd2p3W3,toys,1700,20,8,20
s0x21HD2no72,toys,500,20,20,20
Wb0dB6FB7JP0,toys,2050,20,20,27
vDI1Jb9Gaaez,toys,100,20,20,20
K9rmVXDSm4Yj,toys,2150,20,20,20
CCJF4BbMGvGs,auto,2300,20,20,20
qWbAG64oMTVD,industry_commerce_and_business,400,20,20,30
RwYVRrSxo3Ip,toys,750,20,50,40
yt7a5IpdtsAJ,toys,150,20,5,20
swf9uFqwJwDA,toys,850,20,30,25
ALQGQwCbax1V,sports_leisure,200,20,15,15
g9QaBxRINOKH,toys,3450,20,30,30
M2euhQJZHRYu,toys,150,20,10,11
tw47qNNexT2C,housewares,500,20,35,22
7Qca0urt3oLn,construction_tools_lights,7900,20,16,59
ezXx7XicNHIb,toys,1000,20,15,20
5ez1LZ861bKW,toys,200,20,3,11
uzrQnPtgGAR2,toys,500,20,15,16
QZGu5op6aPSp,pet_shop,450,20,20,17
ykwnpfKwX4Pb,toys,800,20,20,20
TCZvFkPGh2Q9,toys,200,20,20,20
YGrEdXuVVTsp,toys,650,20,30,20
59iFRXin3BJt,toys,400,20,16,20
yogjpC7in4e4,toys,1950,20,6,20
zG4Kw5v1mzqk,toys,400,20,20,20
rX1HdgOJlVek,toys,300,20,13,13
QmN8MC7ZQiki,toys,1300,20,16,20
yOnVCazw8etL,toys,600,20,16,16
IYWhqwxGoKM0,toys,250,20,15,20
xba5qzA9RwFZ,toys,463,20,12,18
5GSpvektwH9u,toys,250,20,14,16
uex9Lj3VR8q6,sports_leisure,1300,20,20,20
MkvWwXJAIDPO,sports_leisure,300,20,8,11
5h8BYEZjqgl8,toys,700,20,20,20
ds2D7CvYuKtX,toys,650,20,20,20
l6OkkhRs86hc,toys,2000,20,46,13
hK77VJ0NWW3T,toys,100,20,11,11
vEmGiPuyMHyK,bed_bath_table,875,20,22,27
l3RwivoSEUb7,toys,300,20,3,11
Vpl379jS2ZpI,toys,300,20,16,20
ly5kxMr87ros,auto,100,20,3,17
CEZfBQKnewE2,small_appliances,200,20,10,15
IUJ1CX5sKweH,toys,1100,20,10,15
Z4GSQaOynOeW,housewares,17050,20,50,28
J7UCnJFIc51p,housewares,9950,20,50,28
6dvOOfL2SG7l,housewares,400,20,11,11
iO3cLmezoc8Z,toys,500,20,5,20
sB0xU77OhrAT,toys,1100,20,10,45
EyAyU3K0qdTS,watches_gifts,667,20,17,18
18Am0KKzCr5R,computers_accessories,1000,20,25,20
u4FF0OCiMx1N,toys,875,20,10,30
0M0yiT5ITfSr,toys,200,20,15,20
MU9hY6s3gaLA,toys,600,20,14,12
T4WC8NAH9sh5,toys,900,20,20,15
vOQg0FmiUu7G,toys,6500,20,20,20
6qAcgvfGxjzc,toys,350,20,20,20
Nb0gv28uCplk,toys,250,20,10,18
65d2rrw8CpF8,consoles_games,500,20,15,20
3BIfLsEEn46C,toys,3200,20,10,22
e4nFH8VEwB4i,health_beauty,1078,20,17,19
p42KYe7400oL,toys,1000,20,20,20
xFZW1geordG0,toys,200,20,10,20
j5N3VToYAzXO,auto,633,20,20,16
dOkJqU1zLVor,toys,900,20,8,16
98DGj1DNBuYv,toys,1400,20,30,20
n7np9E51LvWW,sports_leisure,1100,20,10,20
DppB4nAnCWZg,sports_leisure,150,20,4,15
exgjR2j3tGp6,toys,600,20,10,20
bFo4avXq4YO1,electronics,717,20,7,15
yortHxTLMWcx,auto,150,20,20,20
oHYBRuJ0NXf3,toys,350,20,12,15
vBpM9fCgqURr,toys,800,20,20,20
ji532tQuA28f,toys,100,20,13,15
IM4d4jupq1ZK,small_appliances,350,20,20,20
HP2y27Etwrr8,toys,450,20,15,15
g1fOe4gOB48V,toys,6400,20,20,20
hGKuesxtqCmW,,150,20,3,13
VdLVvmNPacxi,toys,800,20,20,20
nYbRx11wnEto,toys,800,20,26,12
HN89RThNMnXl,toys,1100,20,16,20
9qyfYCyeyqwj,toys,50,20,11,16
V9LxYy8n1ROx,toys,1900,20,10,11
e9l00ZsSglH4,toys,250,20,14,14
llrj3TdOkiZY,toys,2250,20,20,20
mZNk30AfhBbo,toys,1000,20,30,20
nt1YvFeYtcqO,electronics,385,20,8,18
aBUurXLpLIgM,toys,300,20,15,20
Hnl0XA9CWIXO,pet_shop,550,20,50,20
uQua2k7yNqu2,toys,450,20,10,15
NMhODHh0WENC,toys,150,20,4,12
bbTyHyB1wRdD,toys,200,20,8,11
cw8wnsmT5Ih0,toys,550,20,20,16
mGnQIAv4qYKG,toys,750,20,30,20
eLwX4ZTKZdR5,toys,550,20,20,20
OFQqUMmlbeDB,toys,800,20,20,20
2PdyhbgNsSd2,toys,1500,20,30,30
GOcjtTXq8yFk,health_beauty,529,20,18,16
v73tQfPpMCrB,sports_leisure,6850,20,30,20
6hjbfSndi7Hr,art,150,20,4,20
bG5QfV1EIN1u,toys,1150,20,12,15
yN7QdW9omLo6,home_appliances,700,20,6,11
w2bZQdEcPCjI,toys,250,20,10,20
81OIkbAplsJZ,housewares,650,20,11,15
WaoZQiu5SQOT,toys,700,20,15,18
phuJUWy7ANob,toys,300,20,2,20
J8HjNPkAe9Oe,toys,500,20,20,15
ZHqdTTxrdvca,consoles_games,1000,20,30,20
6BrPYcgK6xcg,health_beauty,200,20,10,15
Nf3IXgA1c4f9,bed_bath_table,1500,20,40,20
BUOyzyKNMPef,toys,800,20,15,15
rbddatVRKoJ7,toys,200,20,5,20
oJ2xkq7GLmaN,toys,350,20,25,25
yHYm5ImBf6KN,home_appliances,450,20,13,15
qN2gExDeCCDk,toys,210,20,8,15
uxfgi84Iw7ll,toys,3900,20,78,55
9jZsjstN2V2o,toys,900,20,15,15
4YJJ2E2eFE9u,toys,200,20,2,14
B3fv6re0PfdT,toys,200,20,10,15
YG3kDl9lhf4j,perfumery,300,20,20,20
a3NAgO8MmPEB,toys,200,20,8,11
jUavH57hbpHA,toys,250,20,14,16
lkxzgIrOiFeS,baby,50,20,8,17
8hWxcl8EqSDn,health_beauty,2350,20,20,20
KDWVXLJxyOEU,toys,950,20,15,20
kb6t99DNfhLB,toys,1050,20,20,20
j8sRCtouww5e,toys,600,20,10,20
fK5iwgRDdllh,toys,225,20,18,18
b5NWr91p92Qz,watches_gifts,200,20,5,15
Zi6AWzUYUNrw,toys,550,20,10,15
RaP15zpQFbHe,telephony,100,20,20,20
i1psgLFOcUhC,toys,7800,20,62,35
Home8sqGNtLD,toys,450,20,15,15
2lhSY25G0R7A,toys,1375,20,15,21
xWr70KbNA3Ox,toys,1000,20,16,16
zRFAQvc6Jf9B,toys,800,20,20,11
TN4KWG2bQGkO,toys,300,20,12,15
GpIJ3gsfDR2B,toys,300,20,3,15
R4iwD27vfOas,toys,1267,20,19,14
iDPiVbYDhoBz,toys,183,20,16,17
OpPPD0TYSCWD,toys,507,20,13,16
Xsde8fN95esB,food,375,20,12,15
lzGUksCfOXig,toys,4100,20,20,20
hsHqne1o8a0l,toys,300,20,16,19
jvwcMfk7F9ra,toys,400,20,20,20
9qvhFBzEp8Q4,toys,200,20,5,20
rdIYrwqRKDOE,perfumery,200,20,20,20
NrdCoEzBYA8z,toys,900,20,15,20
IfVoUyztbeMH,telephony,150,20,5,12
IoetQo58CjE1,toys,600,20,10,20
qLIlpKdqF9qr,toys,150,20,3,18
YONsR0KnWpDC,bed_bath_table,3300,20,30,30
k3WXN0irBkly,toys,250,20,6,17
KL7gYBisg8l2,toys,700,20,20,20
yB0KYyNB5wAH,toys,200,20,16,16
4uQMdonFANSs,toys,200,20,11,13
IKXxN3WMm09h,toys,700,20,5,20
ZDuFs0paHoKy,toys,300,20,2,14
T7fL6GWqJYhz,toys,200,20,25,25
iV8by7INtRtp,toys,150,20,10,15
wukIERdZxbPT,toys,150,20,14,17
3n0MAYlvCd3b,toys,350,20,13,17
VIHiNdon5ABj,fashion_underwear_beach,700,20,10,15
Tlw7Aep7wAlT,toys,4950,20,24,21
uLOOlD3QAlUI,toys,500,20,6,11
gr0flKdhoZcA,toys,150,20,4,20
GUAgYIU0iRmx,furniture_decor,300,20,11,16
x9UUywsqT92P,watches_gifts,375,20,12,13
2vl64eF7HeNU,toys,100,20,2,15
V3ksL8RRt2uO,toys,350,21,22,22
ch26pynh9FL6,sports_leisure,1182,21,16,17
mfq8n5MEY4eP,toys,378,21,14,14
iqxjLw041Ngo,toys,476,21,15,17
kYkawOSYkfjo,watches_gifts,375,21,15,16
IygrTULmkPjL,toys,350,21,12,14
bpqNyuI195P5,toys,100,21,9,13
BGJSKvvLAPkO,toys,325,21,8,17
IkgGn9HxKC7r,toys,550,21,12,20
vaQjTEBWaASb,toys,150,21,9,14
fcdGCqtOAdKv,housewares,727,21,19,22
JSf9OtrZlVSW,health_beauty,1200,21,13,19
21McOahMq8xu,toys,167,21,10,12
fv7KNAysdXlN,toys,260,21,16,20
XFaEaka76f9Y,toys,400,21,16,16
kWY5PZuP3mMX,toys,2200,21,27,20
5ArAXFfZIzdV,toys,275,21,7,18
tzs5x0lLkB4v,toys,117,21,12,13
fwxl78QhkWoi,toys,433,21,12,16
EV3RPuyZ49GA,toys,317,21,14,16
2vFEY0c4ZIPU,toys,325,21,14,15
C7TUlvZYRbwN,toys,875,21,19,18
GomKK0chSSMQ,toys,1500,21,16,31
2H8n6x4BSkuT,computers_accessories,200,21,14,15
Th6SHMsyTOMH,toys,430,21,11,17
fxaWSJa8pHY1,toys,525,21,18,16
4eZ280ppLYhT,toys,9900,21,26,21
JYmrISkp0xeM,toys,100,21,24,23
uedIMiur1ioD,electronics,700,21,8,18
EWUacsMkuA5U,toys,100,21,9,14
kudPmCkNIp37,health_beauty,800,21,4,15
Beg0Nn0DnaDc,toys,325,21,21,21
Svw6toeCSAEv,toys,660,21,16,16
vV7IhSHaODtJ,toys,1075,21,15,15
eH6RpnhwUmCF,toys,1925,21,18,15
FBxSYOqLJVRM,toys,313,21,16,12
bqAlHOx5dJiy,health_beauty,3575,21,18,22
k2iY4MFYtLfc,toys,817,21,23,19
uRiPhca2qKW1,toys,350,21,26,21
ROUAsbYSCBBE,toys,917,21,15,11
S0kWNAYK3hpd,fashion_bags_accessories,300,21,9,13
imBMeTTuzzdc,toys,235,21,7,15
igRPXcDGqAqG,stationery,250,21,7,15
rZEPo15M5w1M,toys,500,21,10,15
Gk41n3wP7E6n,toys,481,21,14,19
fm1qL15uVyQ4,toys,400,21,11,11
0cQg5LVj9DIj,toys,1867,21,18,19
FgduhASwhzaj,sports_leisure,1400,21,16,16
tApwlcPQgLOV,toys,530,21,16,18
BqhyeurU89eG,toys,150,21,4,16
JkiYbkymVzyN,toys,1250,21,16,31
bl8frtl26bb4,toys,250,21,4,15
MUmuAYUlctHz,watches_gifts,167,21,13,16
kbUZ4vTZnFu1,toys,1050,21,27,21
DvL7NnPPn0VW,toys,300,21,7,16
9sdCfnrhQG9O,toys,200,21,21,21
EJGpQBiCQXCI,toys,443,21,13,17
yHw8ElTAnDqC,toys,700,21,10,15
UdvZ8pEclnMj,toys,450,21,9,16
66J6cELX1Thx,perfumery,422,21,16,18
Av9qNhMTTp0r,toys,250,21,3,16
ijS3o6SBWA7z,toys,800,21,4,15
H4AK4dZ0vl7V,toys,450,21,12,12
CLSfXqC7YGLm,toys,450,21,7,15
PAxRXhykBknB,toys,250,21,18,18
GXWjhb7kSPt2,toys,400,21,7,11
4scFA8ky2G4q,toys,194,21,15,15
EirWMTJC8Mbo,housewares,1450,21,17,22
Lz60my2Ke27i,perfumery,487,21,17,17
tJVK3FauK2ax,toys,500,21,7,15
YOYO9yxZxQUE,toys,725,21,23,16
AFCF3aIZyNqZ,toys,2850,21,8,21
Ua4WIXks2sWw,toys,300,21,26,21
Mi8uDIcdGOHp,toys,75,21,2,15
hrEHSyQ0iQms,toys,775,21,23,16
D11UeCbm7qBE,telephony,400,21,6,13
hJ5bwmnEfXOc,toys,225,21,11,16
cO7MSS7fybtR,toys,360,21,10,15
pyCtyCpiCiiG,toys,150,21,9,14
gQVJIQVJNTjN,toys,200,21,5,15
244LImxw0sBO,toys,5300,21,28,21
IzOg14lXvYMT,toys,200,21,9,17
3peHMbipESbB,toys,650,21,7,15
D79ZZ57xvIc3,toys,425,21,4,16
m6NdF7EHSua3,toys,400,21,18,17
XwuKGHuRY8aY,perfumery,200,21,16,17
Z1SMKOT5OmBW,toys,200,21,5,20
chHLhj9989ne,toys,1150,21,34,29
d5NzWy9DgLhk,toys,150,21,9,14
v4GYQIIoR92T,toys,450,21,14,14
UX9IQztSa5xL,toys,2350,21,13,30
rnybcsHj0r8Q,toys,138,21,10,16
P2JMnLtHuy7A,toys,460,21,13,16
6qXOkmJPmsrD,toys,2900,21,16,31
JbzWZBdsnv1A,housewares,628,21,31,18
jjtLEke6wnzp,toys,1200,21,21,21
2S7RDGw6LnPH,toys,375,21,16,12
rgFuW7H6ePhQ,toys,475,21,14,19
3PAEQKgrEiNU,toys,967,21,24,19
9tRt9EHN0EWu,toys,526,21,15,13
3NqWvG9ahNxj,toys,200,21,26,21
580skYzmsQD4,perfumery,541,21,15,16
a5gbWAlUmSoW,toys,175,21,6,13
quMdJdcoWWJ4,fashion_bags_accessories,150,21,9,14
5OxQWdkzr1fQ,toys,400,21,7,28
f6pMQD97QUeW,housewares,470,21,23,21
SZUR4vGN7hDo,toys,800,21,20,16
uvIv9cJ2ZsGh,toys,422,21,7,15
QQ55I2pbUxHt,toys,300,21,10,18
ksouV0i8RC8S,toys,99,21,3,14
Cb05otRAVof7,toys,579,21,13,17
f1gZANhm4OBS,toys,150,21,4,19
iiXHGKPu4k5l,toys,550,21,15,25
mW5Iyfnah7J7,toys,167,21,13,12
1LC8epYPZ7BV,perfumery,556,21,16,16
Mn5rxwsJ7qI3,toys,668,21,25,21
I1aMqQpjvijQ,toys,313,21,12,15
utgXA20AK5t4,toys,625,21,19,16
eC8tS6wFWAPu,toys,100,21,9,14
TqdWo3hR0eW5,toys,600,21,7,20
qidxK6CgkDbu,toys,600,21,12,14
JCbp3il2CQjf,toys,650,21,10,15
YCzkDE5QBOmY,toys,300,21,12,12
qYtrckr09wi1,toys,400,21,10,13
oErimvUJWVTB,toys,310,21,7,15
F20JWkts8XD1,toys,3300,21,35,27
JEDQZ0v3TMMR,toys,100,21,3,18
2162z96UDnz2,toys,600,21,12,17
ENKn2YYK4Zpf,toys,933,21,13,21
JyN07d6jGYdy,toys,100,21,2,14
QRetaWVlcyLq,toys,1217,21,15,11
GYUb2obTKsSO,toys,300,21,11,13
dMfS49lLMO4L,computers_accessories,573,21,14,11
0lhDTfSyCAsO,toys,597,21,16,16
J5I9GHChcTA8,toys,550,21,18,13
pEFlOp1W35xM,toys,300,21,11,13
KGAxs0nWDWIz,air_conditioning,300,21,8,17
RxfwFTRJzOTA,toys,500,21,21,21
VkMBucgDoCek,electronics,125,21,13,18
ZaoCtQR6QBrs,toys,150,21,9,14
cngmh2rcXydC,health_beauty,550,21,4,15
GOqpmACEfJNJ,toys,675,21,13,16
6qKqv9UGYWcp,kitchen_dining_laundry_garden_furniture,6550,21,41,31
pqPdcT7BTZhp,toys,187,21,16,17
dCMzWgRr1eF8,auto,200,21,17,17
ah0TYVcPWxfN,toys,185,21,7,14
0wQyLJbqy17m,toys,331,21,13,17
PcQgYA0C59vr,toys,641,21,12,17
tAX9RWWefqFe,toys,650,21,10,15
W71PJzmTKB9T,toys,850,21,20,14
bqqxwmvJ83p9,toys,1800,21,13,40
ZlPDCHilkfGM,toys,600,21,18,21
PYBkl2tXyx0h,toys,800,21,14,14
jJ7WP1fifTv8,toys,700,21,7,12
W8qzjCO1QZR7,toys,88,21,11,15
UyJqRKrLKrmr,toys,700,21,14,11
pFHsHtzRm0cP,toys,100,21,6,14
R2207wnJcgXR,toys,470,21,16,16
mFcSgQZ1ywy7,toys,617,21,10,21
SBn0YB81bAmq,toys,1800,21,13,36
cVa7Jma5cK2Z,toys,300,21,9,15
8yY3nvUpAqQW,toys,200,21,13,26
qdprcWCnqRj8,health_beauty,434,21,14,21
ICDc61go57j6,toys,500,21,14,14
IRbuBtjPda48,toys,375,21,11,17
06j2hEIpf0i3,stationery,400,21,7,15
az8d3enZ8O98,toys,662,21,26,18
McvTMMMJJFTr,toys,400,21,7,15
MH9n6j80YNds,toys,950,21,28,21
giRltY8YNUqf,computers_accessories,300,21,7,14
nZGmYnvk0ZJu,bed_bath_table,225,21,10,14
QLCXBL3ENMFg,toys,1000,21,25,32
PUrJr5kQIWBZ,toys,320,21,7,14
0REZXrAQK3QB,telephony,250,21,12,21
RChrgrTN15Wl,toys,532,21,12,17
kyxv0LL20ELu,toys,150,21,9,14
862qBNxHLY9G,toys,200,21,7,14
YnGKZOBNCnaO,stationery,600,21,7,15
ai89OnPtf64h,toys,350,21,21,12
RYdWww7arRzX,toys,680,21,19,20
IyqhAFbImfjh,garden_tools,350,21,14,14
IB0IS22YFKwy,toys,5446,21,14,18
IfRL2vbXAuCc,toys,175,21,15,20
JGOgGPSGw9fb,housewares,1400,21,40,21
1xJAx3KtcTzF,toys,832,21,12,15
ZvfTHMVvaIGc,baby,1000,21,22,19
HLGEmPw18v98,toys,1833,21,19,22
FR9wyklIp68X,auto,550,21,18,13
foZZxEVttNza,toys,150,21,9,14
RsoX7bKaMjhO,toys,630,21,12,15
P46vEjk4jRLX,health_beauty,710,21,15,11
CYMia6DysSxg,toys,450,21,25,21
vd53pDB7h1cv,toys,225,21,12,18
6LZGSWnbJnLD,toys,400,21,21,18
rLVdz8AxkBem,toys,167,21,9,14
akC9wzxiDkxy,toys,163,21,12,14
BmNHUGeDp695,toys,2500,21,18,16
SV4A5njOdGuK,stationery,350,21,7,15
doBUVWhhDMx1,toys,500,21,4,26
OBsMB064PH87,toys,500,21,14,15
0nne4O7JhzF9,toys,420,21,18,19
7Tbtg6QGGOAG,toys,373,21,11,17
XGO11QYvETZs,toys,500,21,4,16
meIk3WP7ZLDy,computers_accessories,775,21,18,26
TTgkWPBBcOIZ,telephony,150,21,7,14
D17vdmfXOzaW,toys,175,21,3,15
RFrzAMiW7kfZ,housewares,800,21,22,20
FsVNRp3tn9wP,construction_tools_lights,600,21,30,21
c4MI538IIN3t,toys,150,21,11,12
KAmIJIXO7O9D,toys,336,21,12,15
3afOEYm0PDW4,toys,3550,21,16,16
Hsp6w1W2dnVZ,bed_bath_table,200,21,10,14
mWyTbqd0NAJH,toys,275,21,3,15
U1gTrHUGD8cS,toys,325,21,12,15
n3zo732sFVVt,toys,400,21,8,11
NucgJAJ0TJjt,toys,1050,21,10,16
ei01BcbtvbJg,toys,483,21,13,20
lHX6F01C5n7v,electronics,175,21,2,15
bX8jSzFQMnYH,housewares,950,21,27,21
jSY7OSr8dkOJ,toys,545,21,14,17
U63Bp1s9V89h,toys,190,21,7,15
0EfcbwuQ0aPd,toys,250,21,18,18
3GVey9ky1NJP,toys,550,21,4,14
Gjw96XGleQPs,toys,1075,21,19,19
kQN5nyB5f8rN,toys,200,21,7,14
a1IQaYIqWqYN,electronics,150,21,7,14
cnsp4kuj9qm7,toys,200,21,13,26
n5NBYfJTgxLU,toys,890,21,16,21
O0LMDzHlNNxb,air_conditioning,1900,21,31,25
uaHx2RWI1f4d,toys,575,21,16,11
bYjMmWG3QYNw,toys,479,21,15,17
P3ybK3m4FYhe,toys,350,21,12,15
xgfKlM8lewIo,toys,250,21,15,19
Mbpk2N1Z0Yyc,toys,215,21,7,15
eMzXEFU1tlhg,toys,558,21,13,16
hAuD8SuNwQX0,toys,1250,21,16,31
YloKL1v7JhEI,toys,200,21,7,14
86KLm4q98Tqs,toys,250,21,10,20
gIXeY4pGW4Ch,garden_tools,5050,21,35,21
LRGKIfEo7Kfw,toys,500,21,14,14
77PgsiElQLeB,electronics,200,21,7,14
qzzVeKF33KfX,toys,100,21,9,13
t6fgtlaRVyK7,toys,2900,21,10,26
qeodpRfd3qoV,stationery,200,21,7,15
vcGSqY0dQbDR,toys,351,21,17,19
diWTzGFyQfNm,toys,400,21,6,14
W66bB4H3Vd9N,toys,1300,21,6,26
W0MReqtu4JFa,toys,372,21,14,18
WTlTV1hx0qDj,toys,600,21,14,14
PvYjBtVVGASp,toys,350,21,9,16
2LYcizOnWd3X,computers_accessories,450,21,16,16
zO0MLHHIEsXm,toys,75,21,6,12
Xgny76Vkyovj,toys,240,21,15,22
S12biA95Evtb,toys,300,21,11,17
wm9sOf9yrHHb,toys,2750,21,22,12
LrLjq5q52m3C,toys,200,21,8,16
QrEifRDSkc7p,toys,250,21,14,11
n3pOXkZplPtk,baby,250,21,4,13
Q64z4IQIPj1S,toys,200,21,7,14
CG0u2SeFCuS4,toys,3300,21,34,34
JoMk4KjuawzR,toys,225,21,9,14
gaJDJrYJYcmk,toys,130,21,11,11
dJFXr3Szt6qQ,toys,700,21,8,17
00ehq6lzh6MX,auto,100,21,2,17
aaambRYbedxQ,toys,500,21,2,14
UfhSuZlYZ2W8,toys,473,21,16,13
ol02Zm0sXpnn,toys,5250,21,21,21
RZD2il1kWObo,toys,400,21,13,16
O1PMavRxjPRp,toys,550,21,10,15
kvenGFnidD1R,toys,728,21,18,15
CSZNtvlzL6O7,toys,200,21,7,14
lhgsq7hTaAiZ,fixed_telephony,900,21,8,22
zTCDfocSC5Tg,food_drink,300,21,10,15
iXh9Wud3nZDh,toys,2150,21,34,34
NbAhswbyG9TJ,toys,325,21,7,16
puCxOzKSrNtq,toys,1450,21,50,21
WcH52TK4XWJt,toys,600,21,21,16
hDww99rOv5U3,pet_shop,1150,21,17,30
jhZasZAwFI0u,toys,150,21,20,11
zkFh5TMbwiKU,toys,300,21,3,29
0lrKijbDOuaY,toys,650,21,18,28
RI6XU9m0I5h3,toys,400,21,14,15
6ruAIeuQBNWg,toys,650,21,4,19
0yWQdkLnubam,electronics,150,21,7,14
7coZzYyEK9Eo,health_beauty,400,21,6,14
9DVBmPxE0X8n,toys,1150,21,17,30
RccAFCtgCNY4,toys,600,21,7,15
kZ1wz1FIVLwf,toys,4300,21,41,57
AdAQX2dLSF3d,toys,2400,21,21,21
5U56ssiBf0fR,toys,275,21,13,14
L2xGOLoO74IC,electronics,719,21,12,24
LYHWOB9KIEUR,toys,200,21,21,21
mPzKhsFKybd2,fashion_bags_accessories,150,21,9,14
pWQ8pKVkPCQs,toys,850,21,21,21
wxtYROibLcH5,toys,350,21,6,17
A3aFwBLEhZ43,toys,450,21,27,15
WUMY5q56vDHE,pet_shop,200,21,16,17
rSFddcUkoGIU,toys,1200,21,4,14
JQ4iPSCBVfm3,toys,300,21,7,15
CbiA5b5xC6HW,pet_shop,650,21,12,52
aUkFzwDEfBTb,toys,1600,21,18,18
